Frame	Time	uav X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		6D X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
759	75.80000	911.08112	-118.21611	1427.43070	-10.98834	-3.94063	75.63996	0.28017	0.24743	0.95424	-0.16792	-0.96647	0.23078	-0.11263	-0.06872	0.19016	0.97935		911.08112	-118.21611	1427.43070	-10.96710	-3.93219	75.63030	0.32521	0.24759	0.95426	-0.16759	-0.96643	0.23101	-0.11243	-0.06858	0.18980	0.97943	
760	75.90000	912.18711	-68.54174	1430.88755	-11.77704	-3.70783	77.68133	0.33895	0.21290	0.95923	-0.18590	-0.97493	0.19596	-0.10540	-0.06467	0.20368	0.97690		912.18711	-68.54174	1430.88755	-11.75611	-3.69863	77.67155	0.34618	0.21307	0.95925	-0.18556	-0.97490	0.19620	-0.10520	-0.06451	0.20332	0.97698	
761	76.00000	909.07313	-25.61903	1431.06471	-11.46926	-4.17735	79.31310	0.28697	0.18495	0.96572	-0.18215	-0.98004	0.16751	-0.10702	-0.07284	0.19831	0.97743		909.07313	-25.61903	1431.06471	-11.44861	-4.16757	79.30347	0.28318	0.18512	0.96575	-0.18182	-0.98003	0.16774	-0.10683	-0.07267	0.19796	0.97751	
762	76.10000	902.69786	18.26114	1426.66787	-11.28228	-4.70653	82.01702	0.31441	0.13841	0.97340	-0.18257	-0.98697	0.12030	-0.10686	-0.08205	0.19498	0.97737		902.69786	18.26114	1426.66787	-11.26210	-4.69579	82.00757	0.35873	0.13858	0.97344	-0.18224	-0.98696	0.12053	-0.10666	-0.08187	0.19464	0.97745	
763	76.20000	893.94754	65.38856	1420.96561	-11.24044	-5.45479	84.98660	0.35147	0.08699	0.97868	-0.18603	-0.99166	0.06725	-0.10991	-0.09506	0.19404	0.97638		893.94754	65.38856	1420.96561	-11.22081	-5.44301	84.97734	0.38987	0.08715	0.97873	-0.18570	-0.99167	0.06749	-0.10972	-0.09486	0.19371	0.97646	
764	76.30000	886.43426	111.72141	1417.35191	-10.34065	-6.09093	88.32599	0.21304	0.02905	0.98389	-0.17637	-0.99393	0.00970	-0.10958	-0.10611	0.17849	0.97820		886.43426	111.72141	1417.35191	-10.32171	-6.07805	88.31688	0.27275	0.02921	0.98395	-0.17604	-0.99395	0.00993	-0.10939	-0.10588	0.17817	0.97829	
765	76.40000	885.47080	153.50901	1414.11093	-8.07149	-6.41225	91.92080	0.28001	-0.03331	0.98901	-0.14404	-0.99319	-0.04886	-0.10581	-0.11168	0.13953	0.98390		885.47080	153.50901	1414.11093	-8.05339	-6.39820	91.91169	0.35343	-0.03315	0.98907	-0.14370	-0.99322	-0.04863	-0.10560	-0.11144	0.13922	0.98397	
766	76.50000	890.34450	196.97091	1416.74427	-6.63403	-6.59010	94.59126	0.31444	-0.07952	0.98906	-0.12428	-0.99020	-0.09273	-0.10438	-0.11477	0.11476	0.98674		890.34450	196.97091	1416.74427	-6.61660	-6.57528	94.58218	0.38580	-0.07936	0.98911	-0.12394	-0.99025	-0.09251	-0.10418	-0.11451	0.11447	0.98681	
767	76.60000	895.56305	248.36990	1426.74898	-6.90022	-6.99848	96.60072	0.29833	-0.11409	0.98449	-0.13325	-0.98597	-0.12866	-0.10635	-0.12184	0.11925	0.98536		895.56305	248.36990	1426.74898	-6.88330	-6.98303	96.59167	0.38506	-0.11394	0.98456	-0.13291	-0.98602	-0.12844	-0.10614	-0.12158	0.11896	0.98543	
768	76.70000	895.03217	299.32877	1433.23144	-7.67780	-7.59750	97.63368	0.19873	-0.13167	0.97991	-0.14982	-0.98244	-0.14916	-0.11212	-0.13221	0.13243	0.98234		895.03217	299.32877	1433.23144	-7.66116	-7.58176	97.62479	0.28309	-0.13153	0.97998	-0.14949	-0.98249	-0.14893	-0.11192	-0.13194	0.13215	0.98241	
769	76.80000	889.86170	343.68541	1434.09469	-7.60858	-8.01027	99.67469	0.55016	-0.16641	0.97400	-0.15373	-0.97616	-0.18476	-0.11391	-0.13935	0.13111	0.98152		889.86170	343.68541	1434.09469	-7.59252	-7.99399	99.66587	0.58328	-0.16627	0.97408	-0.15340	-0.97622	-0.18454	-0.11371	-0.13907	0.13084	0.98160	
770	76.90000	881.33999	384.53767	1427.00663	-7.62517	-7.96726	101.81660	0.62093	-0.20280	0.96639	-0.15801	-0.96936	-0.22097	-0.10730	-0.13861	0.13141	0.98159		881.33999	384.53767	1427.00663	-7.60973	-7.95037	101.80768	0.59750	-0.20266	0.96647	-0.15768	-0.96943	-0.22075	-0.10710	-0.13832	0.13115	0.98167	
771	77.00000	865.71621	426.38564	1415.57780	-8.11635	-8.22121	103.97729	0.50202	-0.23906	0.95580	-0.17120	-0.96042	-0.25871	-0.10327	-0.14300	0.13973	0.97981		865.71621	426.38564	1415.57780	-8.10155	-8.20378	103.96834	0.47743	-0.23892	0.95589	-0.17086	-0.96050	-0.25849	-0.10307	-0.14269	0.13949	0.97989	
772	77.10000	842.26280	467.41786	1403.65534	-7.37144	-8.54522	106.20461	0.26211	-0.27597	0.94701	-0.16433	-0.94961	-0.29507	-0.10570	-0.14859	0.12688	0.98073		842.26280	467.41786	1403.65534	-7.35734	-8.52721	106.19561	0.31006	-0.27583	0.94711	-0.16399	-0.94970	-0.29486	-0.10550	-0.14828	0.12664	0.98080	
773	77.20000	815.25035	510.49069	1391.82570	-6.16076	-8.64234	108.48424	0.31616	-0.31344	0.93782	-0.14915	-0.93764	-0.33051	-0.10767	-0.15027	0.10610	0.98294		815.25035	510.49069	1391.82570	-6.14738	-8.62377	108.47514	0.37678	-0.31331	0.93792	-0.14881	-0.93774	-0.33030	-0.10746	-0.14995	0.10588	0.98301	
774	77.30000	786.47588	559.79244	1383.66515	-6.00568	-8.39682	112.08149	0.38408	-0.37190	0.91582	-0.15155	-0.91672	-0.38802	-0.09524	-0.14603	0.10351	0.98385		786.47588	559.79244	1383.66515	-5.99350	-8.37745	112.07217	0.44933	-0.37176	0.91593	-0.15121	-0.91682	-0.38782	-0.09504	-0.14569	0.10330	0.98392	
775	77.40000	755.88121	608.38901	1380.20885	-6.26206	-8.43924	114.92738	0.40311	-0.41691	0.89469	-0.16040	-0.89702	-0.43347	-0.08632	-0.14676	0.10790	0.98327		755.88121	608.38901	1380.20885	-6.25086	-8.41930	114.91792	0.45954	-0.41678	0.89480	-0.16007	-0.89714	-0.43327	-0.08612	-0.14642	0.10771	0.98334	
776	77.50000	721.16715	649.19205	1378.23144	-6.40885	-9.70278	116.36720	0.20406	-0.43777	0.88201	-0.17439	-0.88315	-0.45820	-0.10049	-0.16854	0.11003	0.97954		721.16715	649.19205	1378.23144	-6.39813	-9.68256	116.35790	0.25757	-0.43765	0.88214	-0.17406	-0.88327	-0.45801	-0.10029	-0.16819	0.10985	0.97961	
777	77.60000	686.98455	686.92559	1381.84624	-7.05557	-10.96775	118.17815	0.23044	-0.46359	0.86377	-0.19744	-0.86538	-0.48924	-0.10843	-0.19026	0.12059	0.97430		686.98455	686.92559	1381.84624	-7.04548	-10.94723	118.16895	0.28088	-0.46348	0.86391	-0.19710	-0.86552	-0.48904	-0.10825	-0.18990	0.12043	0.97439	
778	77.70000	655.63052	719.64004	1390.03757	-6.79464	-11.75860	120.03268	0.24508	-0.48999	0.84759	-0.20371	-0.84757	-0.51785	-0.11597	-0.20379	0.11583	0.97214		655.63052	719.64004	1390.03757	-6.78521	-11.73776	120.02348	0.31085	-0.48989	0.84773	-0.20337	-0.84772	-0.51766	-0.11579	-0.20343	0.11568	0.97223	
779	77.80000	626.52747	749.16074	1398.46763	-6.31586	-11.99102	121.91661	0.21705	-0.51715	0.83158	-0.20255	-0.83030	-0.54488	-0.11712	-0.20776	0.10761	0.97224		626.52747	749.16074	1398.46763	-6.30711	-11.96990	121.90732	0.26500	-0.51705	0.83172	-0.20221	-0.83045	-0.54469	-0.11693	-0.20740	0.10747	0.97234	
780	77.90000	598.33831	780.35395	1401.27204	-5.71402	-12.23125	124.34361	0.13755	-0.55135	0.80967	-0.20113	-0.80693	-0.57877	-0.11789	-0.21186	0.09730	0.97244		598.33831	780.35395	1401.27204	-5.70619	-12.20977	124.33414	0.21459	-0.55126	0.80981	-0.20080	-0.80708	-0.57859	-0.11770	-0.21149	0.09718	0.97254	
781	78.00000	572.68025	812.84168	1394.74652	-4.29596	-11.51407	127.26219	0.20605	-0.59328	0.78458	-0.18013	-0.77986	-0.61566	-0.11306	-0.19961	0.07340	0.97712		572.68025	812.84168	1394.74652	-4.28927	-11.49224	127.25241	0.26595	-0.59319	0.78473	-0.17980	-0.78002	-0.61549	-0.11287	-0.19924	0.07329	0.97721	
782	78.10000	548.17992	846.03923	1380.26020	-2.41441	-10.82825	130.39381	0.25925	-0.63650	0.75580	-0.15372	-0.74805	-0.65349	-0.11565	-0.18787	0.04138	0.98132		548.17992	846.03923	1380.26020	-2.40897	-10.80608	130.38373	0.30094	-0.63641	0.75594	-0.15338	-0.74822	-0.65333	-0.11545	-0.18749	0.04129	0.98140	
783	78.20000	521.42981	882.87286	1369.84993	-1.14638	-10.80896	132.81296	0.38784	-0.66755	0.73088	-0.14210	-0.72056	-0.68222	-0.12395	-0.18753	0.01965	0.98206		521.42981	882.87286	1369.84993	-1.14191	-10.78659	132.80267	0.41839	-0.66747	0.73102	-0.14176	-0.72073	-0.68208	-0.12374	-0.18715	0.01958	0.98214	
784	78.30000	493.32761	921.47958	1368.67107	-0.74794	-11.61654	134.81537	0.29815	-0.69039	0.70747	-0.15117	-0.69485	-0.70663	-0.13363	-0.20136	0.01279	0.97943		493.32761	921.47958	1368.67107	-0.74425	-11.59405	134.80499	0.33962	-0.69032	0.70761	-0.15083	-0.69503	-0.70649	-0.13343	-0.20098	0.01272	0.97951	
785	78.40000	465.87793	957.97418	1377.17577	-1.30696	-12.07664	136.99904	0.23368	-0.71516	0.67834	-0.16853	-0.66692	-0.73441	-0.12597	-0.20922	0.02230	0.97761		465.87793	957.97418	1377.17577	-1.30411	-12.05402	136.98854	0.28252	-0.71509	0.67849	-0.16819	-0.66710	-0.73427	-0.12578	-0.20883	0.02226	0.97770	
786	78.50000	439.27711	986.10591	1390.93874	-1.39265	-12.05597	139.16559	0.13885	-0.73991	0.64984	-0.17387	-0.63945	-0.75970	-0.11814	-0.20887	0.02377	0.97766		439.27711	986.10591	1390.93874	-1.39069	-12.03325	139.15489	0.17709	-0.73986	0.65000	-0.17354	-0.63965	-0.75957	-0.11795	-0.20848	0.02374	0.97774	
787	78.60000	411.58038	1003.95799	1400.25003	-0.94697	-11.90693	141.14362	0.13505	-0.76197	0.62463	-0.17101	-0.61387	-0.78075	-0.11655	-0.20632	0.01617	0.97835		411.58038	1003.95799	1400.25003	-0.94582	-11.88416	141.13275	0.17070	-0.76191	0.62479	-0.17068	-0.61407	-0.78063	-0.11636	-0.20593	0.01615	0.97843	
788	78.70000	375.74654	1015.88875	1398.92123	-0.71161	-12.50144	143.25867	0.16988	-0.78234	0.59600	-0.18088	-0.58402	-0.80289	-0.11953	-0.21646	0.01213	0.97622		375.74654	1015.88875	1398.92123	-0.71132	-12.47865	143.24762	0.23872	-0.78230	0.59616	-0.18054	-0.58422	-0.80277	-0.11933	-0.21608	0.01212	0.97630	
789	78.80000	335.43791	1021.86956	1386.15573	-0.08376	-12.90461	145.49530	0.21633	-0.80327	0.56620	-0.18487	-0.55217	-0.82426	-0.12531	-0.22333	0.00142	0.97474		335.43791	1021.86956	1386.15573	-0.08439	-12.88183	145.48404	0.27785	-0.80323	0.56636	-0.18453	-0.55237	-0.82415	-0.12511	-0.22294	0.00144	0.97483	
790	78.90000	293.47330	1025.25221	1372.14373	0.78975	-12.25718	148.09218	0.16756	-0.82955	0.53099	-0.17292	-0.51651	-0.84727	-0.12390	-0.21230	-0.01347	0.97711		293.47330	1025.25221	1372.14373	0.78807	-12.23446	148.08073	0.20668	-0.82952	0.53115	-0.17258	-0.51672	-0.84717	-0.12371	-0.21191	-0.01344	0.97720	
791	79.00000	245.16354	1029.00116	1361.79112	1.63216	-11.42260	150.41216	0.20091	-0.85238	0.49846	-0.15809	-0.48398	-0.86646	-0.12251	-0.19804	-0.02792	0.97980		245.16354	1029.00116	1361.79112	1.62956	-11.39997	150.40054	0.20785	-0.85235	0.49862	-0.15775	-0.48419	-0.86637	-0.12232	-0.19766	-0.02788	0.97987	
792	79.10000	189.63386	1031.81281	1355.44001	2.44135	-10.75923	152.91124	0.21350	-0.87465	0.46204	-0.14666	-0.44736	-0.88587	-0.12286	-0.18668	-0.04185	0.98153		189.63386	1031.81281	1355.44001	2.43774	-10.73673	152.89946	0.23318	-0.87462	0.46219	-0.14632	-0.44758	-0.88579	-0.12266	-0.18630	-0.04179	0.98160	
793	79.20000	128.87670	1035.34174	1359.87605	2.91175	-10.89222	154.93883	0.22750	-0.88954	0.43173	-0.14943	-0.41595	-0.90062	-0.12595	-0.18896	-0.04988	0.98072		128.87670	1035.34174	1359.87605	2.90732	-10.86986	154.92690	0.25884	-0.88952	0.43189	-0.14909	-0.41617	-0.90055	-0.12575	-0.18858	-0.04981	0.98079	
794	79.30000	71.10442	1036.98863	1371.58336	3.41657	-11.31848	156.68488	0.21265	-0.90048	0.40583	-0.15633	-0.38809	-0.91208	-0.13227	-0.19626	-0.05844	0.97881		71.10442	1036.98863	1371.58336	3.41145	-11.29627	156.67278	0.23831	-0.90047	0.40598	-0.15599	-0.38831	-0.91202	-0.13207	-0.19588	-0.05835	0.97889	
795	79.40000	19.79468	1036.12344	1382.48452	3.67101	-11.33396	159.21553	0.31175	-0.91669	0.36589	-0.16064	-0.34793	-0.92854	-0.12946	-0.19653	-0.06278	0.97849		19.79468	1036.12344	1382.48452	3.66489	-11.31198	159.20323	0.34474	-0.91669	0.36605	-0.16030	-0.34816	-0.92848	-0.12926	-0.19615	-0.06268	0.97857	
796	79.50000	-27.91940	1034.63097	1384.21945	3.57197	-11.79734	162.19826	0.28607	-0.93201	0.31726	-0.17524	-0.29927	-0.94638	-0.12170	-0.20445	-0.06099	0.97698		-27.91940	1034.63097	1384.21945	3.56467	-11.77570	162.18565	0.32936	-0.93202	0.31742	-0.17490	-0.29950	-0.94633	-0.12151	-0.20408	-0.06087	0.97706	
797	79.60000	-74.24956	1033.51694	1373.77815	3.58812	-12.98428	165.08658	0.36927	-0.94161	0.27044	-0.20058	-0.25078	-0.96080	-0.11819	-0.22468	-0.06098	0.97252		-74.24956	1033.51694	1373.77815	3.57970	-12.96303	165.07359	0.40336	-0.94163	0.27061	-0.20025	-0.25101	-0.96076	-0.11800	-0.22432	-0.06085	0.97261	
798	79.70000	-121.96854	1032.15447	1356.63244	3.51231	-14.80344	167.98627	0.43995	-0.94563	0.22307	-0.23669	-0.20124	-0.97300	-0.11300	-0.25550	-0.05923	0.96499		-121.96854	1032.15447	1356.63244	3.50270	-14.78265	167.97270	0.46155	-0.94568	0.22324	-0.23635	-0.20148	-0.97297	-0.11282	-0.25515	-0.05907	0.96509	
799	79.80000	-170.92178	1030.03661	1341.04697	3.47415	-16.06012	170.86922	0.35821	-0.94880	0.17495	-0.26302	-0.15250	-0.98285	-0.10365	-0.27665	-0.05823	0.95921		-170.92178	1030.03661	1341.04697	3.46344	-16.03980	170.85516	0.38504	-0.94885	0.17512	-0.26269	-0.15274	-0.98283	-0.10348	-0.27631	-0.05806	0.95931	
800	79.90000	-216.69235	1028.19245	1328.74789	3.90492	-15.86888	174.52370	0.36928	-0.95750	0.11375	-0.26506	-0.09180	-0.99135	-0.09382	-0.27344	-0.06551	0.95966		-216.69235	1028.19245	1328.74789	3.89286	-15.84926	174.50926	0.38509	-0.95757	0.11392	-0.26473	-0.09205	-0.99134	-0.09365	-0.27311	-0.06531	0.95976	
801	80.00000	-262.05625	1025.59313	1321.94800	5.07959	-14.84328	177.49524	0.35304	-0.96571	0.06619	-0.25106	-0.04224	-0.99413	-0.09961	-0.25618	-0.08558	0.96283		-262.05625	1025.59313	1321.94800	5.06654	-14.82426	177.48077	0.38991	-0.96578	0.06636	-0.25073	-0.04249	-0.99414	-0.09943	-0.25586	-0.08537	0.96294	
802	80.10000	-311.20965	1021.92730	1325.10457	6.22656	-13.97725	-179.70572	0.43375	-0.97038	0.02109	-0.24067	0.00498	-0.99422	-0.10723	-0.24154	-0.10525	0.96467		-311.20965	1021.92730	1325.10457	6.21265	-13.95883	-179.72015	0.48703	-0.97046	0.02125	-0.24033	0.00474	-0.99424	-0.10705	-0.24122	-0.10502	0.96477	
803	80.20000	-357.10010	1017.31981	1333.35213	7.40848	-12.16514	-177.08986	0.38161	-0.97628	-0.02321	-0.21525	0.04963	-0.99175	-0.11817	-0.21073	-0.12605	0.96938		-357.10010	1017.31981	1333.35213	7.39385	-12.14737	-177.10399	0.42044	-0.97636	-0.02306	-0.21491	0.04939	-0.99179	-0.11798	-0.21043	-0.12581	0.96948	
804	80.30000	-399.42780	1009.44951	1340.90463	8.26415	-11.20741	-174.99101	0.33282	-0.97718	-0.05857	-0.20416	0.08565	-0.98828	-0.12639	-0.19436	-0.14100	0.97074		-399.42780	1009.44951	1340.90463	8.24891	-11.19018	-175.00507	0.37520	-0.97726	-0.05843	-0.20382	0.08541	-0.98832	-0.12621	-0.19407	-0.14075	0.97084	
805	80.40000	-440.46935	998.74866	1345.09399	8.47626	-11.35480	-172.64194	0.25218	-0.97235	-0.09789	-0.21201	0.12556	-0.98465	-0.12125	-0.19688	-0.14451	0.96972		-440.46935	998.74866	1345.09399	8.46029	-11.33822	-172.65617	0.32671	-0.97244	-0.09775	-0.21167	0.12533	-0.98470	-0.12106	-0.19660	-0.14425	0.96981	
806	80.50000	-482.16878	985.17333	1348.44782	8.25396	-11.82488	-169.64323	0.19559	-0.96283	-0.14898	-0.22530	0.17596	-0.97881	-0.10476	-0.20492	-0.14051	0.96864		-482.16878	985.17333	1348.44782	8.23710	-11.80914	-169.65779	0.26818	-0.96293	-0.14883	-0.22497	0.17573	-0.97887	-0.10458	-0.20465	-0.14024	0.96874	
807	80.60000	-521.77237	966.45638	1348.02468	8.20043	-11.74093	-167.26022	0.20328	-0.95497	-0.18996	-0.22790	0.21591	-0.97181	-0.09471	-0.20349	-0.13965	0.96907		-521.77237	966.45638	1348.02468	8.18292	-11.72591	-167.27490	0.28563	-0.95508	-0.18981	-0.22757	0.21568	-0.97188	-0.09453	-0.20323	-0.13936	0.96916	
808	80.70000	-560.97242	940.66016	1346.80171	8.51975	-10.69804	-164.95721	0.25200	-0.94895	-0.23012	-0.21574	0.25503	-0.96221	-0.09543	-0.18563	-0.14558	0.97178		-560.97242	940.66016	1346.80171	8.50170	-10.68370	-164.97168	0.31287	-0.94906	-0.22998	-0.21541	0.25480	-0.96229	-0.09524	-0.18539	-0.14528	0.97187	
809	80.80000	-602.84626	910.32494	1345.90013	8.90653	-9.14829	-163.45084	0.32780	-0.94638	-0.25781	-0.19467	0.28121	-0.95403	-0.10367	-0.15899	-0.15285	0.97538		-602.84626	910.32494	1345.90013	8.88819	-9.13442	-163.46486	0.37759	-0.94649	-0.25767	-0.19433	0.28099	-0.95411	-0.10348	-0.15875	-0.15255	0.97546	
810	80.90000	-647.06294	877.54151	1348.76080	9.01270	-7.77057	-161.85152	0.39399	-0.94153	-0.28751	-0.17569	0.30862	-0.94512	-0.10727	-0.13521	-0.15521	0.97858		-647.06294	877.54151	1348.76080	8.99405	-7.75722	-161.86514	0.44224	-0.94163	-0.28737	-0.17535	0.30841	-0.94521	-0.10707	-0.13498	-0.15490	0.97867	
811	81.00000	-693.98123	845.80732	1356.31256	9.15790	-7.68467	-158.83171	0.43658	-0.92415	-0.33666	-0.18058	0.35787	-0.92832	-0.10074	-0.13372	-0.15773	0.97839		-693.98123	845.80732	1356.31256	9.13857	-7.67230	-158.84540	0.48624	-0.92426	-0.33653	-0.18025	0.35766	-0.92842	-0.10055	-0.13351	-0.15740	0.97847	
812	81.10000	-737.15557	816.75006	1360.73672	9.82939	-8.18644	-156.39468	0.42842	-0.90699	-0.37228	-0.19692	0.39635	-0.91261	-0.10025	-0.14239	-0.16898	0.97528		-737.15557	816.75006	1360.73672	9.80953	-8.17490	-156.40862	0.48331	-0.90711	-0.37216	-0.19659	0.39614	-0.91272	-0.10006	-0.14220	-0.16864	0.97537	
813	81.20000	-777.76892	791.50829	1365.78106	10.91235	-9.27315	-154.79559	0.25526	-0.89297	-0.39055	-0.22378	0.42028	-0.90142	-0.10390	-0.16114	-0.18683	0.96909		-777.76892	791.50829	1365.78106	10.89209	-9.26217	-154.80998	0.29329	-0.89310	-0.39043	-0.22345	0.42007	-0.90154	-0.10372	-0.16095	-0.18650	0.96918	
814	81.30000	-815.12308	770.12727	1370.01014	12.00956	-10.01459	-152.96059	0.32855	-0.87712	-0.41242	-0.24609	0.44768	-0.88765	-0.10801	-0.17390	-0.20490	0.96321		-815.12308	770.12727	1370.01014	11.98895	-10.00426	-152.97527	0.37886	-0.87727	-0.41232	-0.24576	0.44747	-0.88778	-0.10783	-0.17372	-0.20456	0.96331	
815	81.40000	-850.60945	751.69083	1370.21863	12.48927	-9.79216	-151.60258	0.21224	-0.86685	-0.43198	-0.24892	0.46866	-0.87635	-0.11126	-0.17007	-0.21311	0.96211		-850.60945	751.69083	1370.21863	12.46843	-9.78233	-151.61722	0.29433	-0.86700	-0.43188	-0.24859	0.46845	-0.87648	-0.11109	-0.16991	-0.21276	0.96222	
816	81.50000	-887.81660	734.67895	1366.87151	12.01240	-9.02122	-149.02168	0.33511	-0.84676	-0.47546	-0.23861	0.50835	-0.85539	-0.09950	-0.15680	-0.20555	0.96600		-887.81660	734.67895	1366.87151	11.99115	-9.01232	-149.03615	0.38035	-0.84691	-0.47536	-0.23828	0.50815	-0.85553	-0.09932	-0.15665	-0.20520	0.96610	
817	81.60000	-925.62907	716.53695	1360.62588	11.78683	-7.71845	-146.62769	0.64611	-0.82755	-0.51557	-0.22216	0.54509	-0.83260	-0.09827	-0.13431	-0.20242	0.97005		-925.62907	716.53695	1360.62588	11.76529	-7.71043	-146.64172	0.66963	-0.82770	-0.51547	-0.22183	0.54490	-0.83274	-0.09809	-0.13417	-0.20206	0.97014	
818	81.70000	-958.92478	694.06939	1354.94463	12.25438	-5.43820	-145.42383	0.25092	-0.81967	-0.53801	-0.19671	0.56495	-0.81603	-0.12220	-0.09477	-0.21130	0.97282		-958.92478	694.06939	1354.94463	12.23279	-5.43064	-145.43700	0.31481	-0.81981	-0.53792	-0.19637	0.56477	-0.81618	-0.12202	-0.09464	-0.21093	0.97291	
819	81.80000	-992.32803	665.11155	1353.41504	12.93340	-4.30341	-142.87694	0.19811	-0.79509	-0.57483	-0.19339	0.60183	-0.78725	-0.13432	-0.07504	-0.22319	0.97188		-992.32803	665.11155	1353.41504	12.91153	-4.29682	-142.88969	0.23458	-0.79523	-0.57475	-0.19306	0.60166	-0.78741	-0.13413	-0.07492	-0.22282	0.97198	
820	81.90000	-1025.67144	632.10536	1350.65439	13.81775	-4.41055	-138.92023	0.24950	-0.75156	-0.62425	-0.21323	0.65516	-0.74405	-0.13096	-0.07690	-0.23813	0.96818		-1025.67144	632.10536	1350.65439	13.79548	-4.40547	-138.93306	0.29243	-0.75172	-0.62418	-0.21289	0.65500	-0.74423	-0.13078	-0.07681	-0.23775	0.96828	
821	82.00000	-1053.36876	593.80926	1346.04944	15.04824	-4.88636	-135.70113	0.19281	-0.71311	-0.65862	-0.24020	0.69586	-0.70661	-0.12837	-0.08518	-0.25869	0.96220		-1053.36876	593.80926	1346.04944	15.02570	-4.88254	-135.71414	0.22699	-0.71327	-0.65857	-0.23987	0.69570	-0.70680	-0.12819	-0.08511	-0.25831	0.96231	
822	82.10000	-1069.92490	556.21136	1339.18573	15.55870	-4.34891	-132.43979	0.30807	-0.67287	-0.69722	-0.24724	0.73586	-0.66510	-0.12709	-0.07583	-0.26745	0.96058		-1069.92490	556.21136	1339.18573	15.53599	-4.34637	-132.45261	0.29183	-0.67304	-0.69718	-0.24691	0.73571	-0.66530	-0.12691	-0.07579	-0.26707	0.96069	
823	82.20000	-1078.17610	520.08227	1331.34839	15.50204	-3.29968	-129.55489	0.20244	-0.63576	-0.73317	-0.24139	0.76974	-0.62551	-0.12744	-0.05756	-0.26683	0.96202		-1078.17610	520.08227	1331.34839	15.47925	-3.29828	-129.56731	0.22801	-0.63593	-0.73313	-0.24106	0.76960	-0.62572	-0.12726	-0.05753	-0.26645	0.96213	
824	82.30000	-1084.93331	480.74159	1324.34149	15.73715	-2.52784	-126.78278	0.18322	-0.59820	-0.76373	-0.24265	0.80013	-0.58592	-0.12840	-0.04410	-0.27096	0.96158		-1084.93331	480.74159	1324.34149	15.71434	-2.52754	-126.79488	0.17623	-0.59837	-0.76370	-0.24231	0.80001	-0.58613	-0.12823	-0.04410	-0.27058	0.96169	
825	82.40000	-1092.11121	433.96802	1318.28923	15.75769	-2.00405	-123.89767	0.19402	-0.55737	-0.79354	-0.24418	0.82953	-0.54463	-0.12352	-0.03497	-0.27140	0.96183		-1092.11121	433.96802	1318.28923	15.73491	-2.00491	-123.90958	0.23120	-0.55754	-0.79353	-0.24385	0.82941	-0.54485	-0.12334	-0.03499	-0.27102	0.96194	
826	82.50000	-1097.46701	380.59881	1311.02558	15.58721	-1.04153	-121.07173	0.23707	-0.51603	-0.82250	-0.23919	0.85638	-0.50131	-0.12368	-0.01818	-0.26866	0.96306		-1097.46701	380.59881	1311.02558	15.56451	-1.04350	-121.08326	0.25885	-0.51620	-0.82249	-0.23885	0.85628	-0.50154	-0.12351	-0.01821	-0.26828	0.96317	
827	82.60000	-1102.87932	321.93996	1305.13995	16.07788	-0.41152	-118.01408	0.27472	-0.46968	-0.84737	-0.24774	0.88281	-0.45307	-0.12398	-0.00718	-0.27694	0.96086		-1102.87932	321.93996	1305.13995	16.05533	-0.41470	-118.02535	0.29382	-0.46985	-0.84737	-0.24740	0.88272	-0.45330	-0.12381	-0.00724	-0.27656	0.96097	
828	82.70000	-1108.95116	262.49648	1306.90820	16.93585	-0.37599	-115.45296	0.21684	-0.42976	-0.86296	-0.26572	0.90292	-0.41286	-0.11952	-0.00656	-0.29129	0.95661		-1108.95116	262.49648	1306.90820	16.91345	-0.38018	-115.46420	0.22200	-0.42994	-0.86297	-0.26539	0.90283	-0.41309	-0.11935	-0.00664	-0.29092	0.95672	
829	82.80000	-1111.03354	210.29851	1313.58203	17.47344	0.08289	-112.94131	0.26552	-0.38979	-0.87858	-0.27598	0.92090	-0.37140	-0.11831	0.00145	-0.30026	0.95386		-1111.03354	210.29851	1313.58203	17.45126	0.07774	-112.95238	0.27056	-0.38997	-0.87860	-0.27565	0.92083	-0.37164	-0.11814	0.00136	-0.29989	0.95397	
830	82.90000	-1110.26299	164.28705	1318.14532	17.80997	0.83756	-111.05231	0.26760	-0.35918	-0.89013	-0.28045	0.93315	-0.33783	-0.12286	0.01462	-0.30583	0.95197		-1110.26299	164.28705	1318.14532	17.78797	0.83167	-111.06310	0.27848	-0.35936	-0.89017	-0.28012	0.93309	-0.33808	-0.12269	0.01451	-0.30546	0.95209	
831	83.00000	-1107.79809	118.16163	1319.17259	18.96391	1.44989	-109.18869	0.28121	-0.32857	-0.89588	-0.29905	0.94414	-0.30307	-0.12941	0.02530	-0.32487	0.94542		-1107.79809	118.16163	1319.17259	18.94212	1.44330	-109.19923	0.25945	-0.32875	-0.89593	-0.29872	0.94408	-0.30332	-0.12925	0.02519	-0.32451	0.94555	
